gstin,vendor_name,invoice_number,invoice_date,invoice_value,gst_rate,taxable_value,igst,cgst,sgst,purchase_ledger,name_as_per_tally
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,833.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,11931.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,0.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,21505.15,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2667.50,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,FAB-711/24-25,,802860.00,5,,38231.45,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-748/24-25,,521665.00,5,,24841.20,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-795/24-25,,255360.00,5,,12160.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-796/24-25,,102722.00,5,,4891.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-797/24-25,,288141.00,5,,13721.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-811/24-25,,797202.00,5,,37962.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-812/24-25,,1161720.00,5,,55320.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-816/24-25,,636185.00,5,,30294.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-817/24-25,,1255044.00,5,,59764.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-821/24-25,,56175.00,5,,2675.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-826/24-25,,518112.00,5,,24672.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-827/24-25,,464594.00,5,,22123.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-828/24-25,,451952.00,5,,21521.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-830/24-25,,815267.00,5,,38822.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-832/24-25,,115038.00,5,,5478.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-834/24-25,,786429.00,5,,37449.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-674/24-25,,20092.00,5,,956.75,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-794/24-25,,277751.00,5,,13226.25,0.00,0.00,,
06AAFCF2583B1ZY,,Dated,,29291.25,,,,,,,
06AAFCF2583B1ZY,,e-Way,,2425.00,,,,,,,
06AAFCF2583B1ZY,,FAB-1219/24-25,,455944.00,5,434232.00,21711.60,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-1221/24-25,,421848.00,5,401760.00,20088.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-661/24-25,,40786.00,5,,1942.20,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-691/24-25,,612743.00,5,,29178.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-720/24-25,,4463.00,5,,212.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-724/24-25,,527840.00,5,,25135.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-725/24-25,,123257.00,5,,5869.40,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-739/24-25,,331781.00,5,,15799.10,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-759/24-25,,212415.00,5,,10115.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-760/24-25,,509366.00,5,,24255.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-761/24-25,,249281.00,5,,11870.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-764/24-25,,177723.00,5,,8463.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-765/24-25,,134171.00,5,,6389.10,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-770/24-25,04-11-24,101393.00,5,,4828.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-772/24-25,,334903.00,5,,15947.75,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-773/24-25,,71025.00,5,,3382.15,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-775/24-25,,315158.00,5,,15007.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-776/24-25,,188698.00,5,,8985.60,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-777/24-25,,186900.00,5,,8900.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-778/24-25,,248577.00,5,,11837.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-779/24-25,,35718.00,5,,1700.85,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-787/24-25,,386568.00,5,,18408.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-789/24-25,,124289.00,5,,5918.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-793/24-25,,234560.00,5,,11169.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-800/24-25,,412173.00,5,,19627.30,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-804/24-25,,143282.00,5,,6822.95,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-831/24-25,,527021.00,5,,25096.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-835/24-25,,423192.00,5,,20152.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-836/24-25,,482790.00,5,,22990.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-841/24-25,,425198.00,5,404950.00,20247.50,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-849/24-25,,809555.00,5,,38550.25,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-850/24-25,,523273.00,5,,24917.75,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-862/24-25,,943194.00,5,,44914.00,0.00,0.00,,
06AAFCF2583B1ZY,,FAB-933/24-25,,440585.00,5,,20980.25,0.00,0.00,,
06AABCF5150G1ZZ,,2380601308,,5792965.38,,,,,,,
06AABCF5150G1ZZ,,2380654774,,7677204.55,,,,,,,
06AABCF5150G1ZZ,,2380681637,,12988241.63,,,,,,,
06AABCF5150G1ZZ,,2380750470,,14019372.30,,,,,,,
06AABCF5150G1ZZ,,2380773085,,16419112.57,,,,,,,
06AABCF5150G1ZZ,,2380789262,,9363815.25,,,,,,,
06AABCF5150G1ZZ,,2380620371,,7169462.56,,,,,,,
06AABCF5150G1ZZ,,2380635186,,8773333.43,,,,,,,
06AABCF5150G1ZZ,,2380692514,,16552367.83,,,,,,,
06AABCF5150G1ZZ,,2380712484,,10113971.93,,,,,,,
06AABCF5150G1ZZ,,2380733715,,9789287.32,,,,,,,
33AACCF5641F1ZZ,,Invoice,,283783.50,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,208278.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,88830.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,171061.80,,,,,,,
33AABFF6993Q1ZQ,,Dated,,127.40,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,367972.50,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,122808.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,268548.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,114954.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,120225.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,250548.90,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,191100.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,191100.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,165110.40,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,111087.90,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,261128.70,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,468195.00,,,,,,,
33AABFF6993Q1ZQ,,Dated,,1750.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,85260.00,,,,,,,
33AABFF6993Q1ZQ,,Dated,,138.00,,,,,,,
33AABFF6993Q1ZQ,,e-Way,,265650.00,,,,,,,
29AACCF6234E1ZR,,CL25261695,01/11/2025,96751.74,,,,,,,
29AACCF6234E1ZR,,CL25260713,01/07/2025,44510.19,,,,,,,
29AACCF6234E1ZR,,CL25260919,01/08/2025,55058.21,,,,,,,
29AACCF6234E1ZR,,CL25261151,01/09/2025,133681.02,,,,,,,
29AACCF6234E1ZR,,CL25261432,01/10/2025,78588.00,,,,,,,
29AACCF6234E1ZR,,CL25262011,01/12/2025,110168.34,,,,,,,
29AACCF6234E1ZR,,CL25262265,01/01/2026,126197.46,,,,,,,
29AACCF6234E1ZR,,CL25262469,21/01/2026,13500.44,,,,,,,
29AACCF6234E1ZR,,CL25262531,01/02/2026,77886.84,,,,,,,
29AACCF6234E1ZR,,CL25262801,10/02/2026,72423.50,,,,,,,
29AACCF6234E1ZR,,CL25262011,11/12/2025,21240.00,,,,,,,
29AACCF6234E1ZR,,CL25261695,19/12/2025,23600.00,,,,,,,
29AACCF6234E1ZR,,CL25262531,04/02/2026,77886.84,,,,,,,
07AACCF6234E3ZV,,CL25260036,01/04/2025,23600.00,,,,,,,
07AACCF6234E3ZV,,CL25260194,04/05/2025,70120.32,,,,,,,
07AACCF6234E3ZV,,CL25260451,01/06/2025,80024.06,,,,,,,
27AAACW8099E1ZX,,Frappe,,476.09,,,,,,,
27AAACW8099E1ZX,,Frappe,,819.90,,,,,,,
27AAACW8099E1ZX,,Frappe,,819.95,,,,,,,
27AAACW8099E1ZX,,Frappe,,819.95,,,,,,,
33AACCF9391C1ZQ,,FVPL-102/25-26,17.10.2025,0.00,,,,,,,
33AACCF9391C1ZQ,,FVPL-103/25-26,24.10.2025,0.00,,,,,,,
33AACCF9391C1ZQ,,FVPL-104/25-26,25.10.2025,0.00,,,,,,,
32AAECF5277D1ZV,,20,22-12-2025,2938.20,18,2938.20,0.00,672.30,672.30,,
07AAICG6853C1ZL,,Dated,,18318.46,,,,,,,
07AAICG6853C1ZL,,Dated,,8153.00,,,,,,,
07AAICG6853C1ZL,,Dated,,12562.13,,,,,,,
07AAICG6853C1ZL,,Dated,,7878.68,,,,,,,
07AAICG6853C1ZL,,Dated,,24754.25,,,,,,,
07AAICG6853C1ZL,,Dated,,8429.87,,,,,,,
07AAICG6853C1ZL,,Dated,,18879.32,,,,,,,
07AAICG6853C1ZL,,Dated,,158.93,,,,,,,
07AAICG6853C1ZL,,Dated,,19323.67,,,,,,,
07AAICG6853C1ZL,,Dated,,17828.04,,,,,,,
07AAICG6853C1ZL,,Dated,,10580.02,,,,,,,
07AAICG6853C1ZL,,Dated,,30715.27,,,,,,,
07AAICG6853C1ZL,,Dated,,8867.24,,,,,,,
07AAICG6853C1ZL,,Dated,,42048.73,,,,,,,
07AAICG6853C1ZL,,Dated,,8644.45,,,,,,,
07AAICG6853C1ZL,,Dated,,25802.42,,,,,,,
07AAICG6853C1ZL,,Dated,,11238.09,,,,,,,
06AACCG0527D1Z8,,5403301041,,3475394.74,,,,,,,
06AACCG0527D1Z8,,5354003104,,2339038.96,,,,,,,
06AACCG0527D1Z8,,5436619254,,4179122.09,,,,,,,
06AACCG0527D1Z8,,5456379679,,4045253.66,,,,,,,
06AACCG0527D1Z8,,5486968062,,1980605.43,,,,,,,
06AACCG0527D1Z8,,5505645284,,48581.23,,,,,,,
06AACCG0527D1Z8,,5507950777,,205025.91,,,,,,,
06AACCG0527D1Z8,,5299408515,,274699.13,,,,,,,
06AACCG0527D1Z8,,5244434308,,1617126.45,,,,,,,
06AACCG0527D1Z8,,5272583911,,1310533.24,,,,,,,
32AASCM2174Q1ZT,,GBV/25-26/187P,,9000.00,,50000.00,,,,,
32AASCM2174Q1ZT,,GO/25/04/1201,,917020067527527.00,18,,1025.09,0.00,0.00,,
32AASCM2174Q1ZT,,GO/25/05/881,,917020067527527.00,18,,1124.08,0.00,0.00,,
32AASCM2174Q1ZT,,GO/25/06/815,,917020067527527.00,18,,1124.08,0.00,0.00,,
33AALFI4182J1Z6,,16/25-26,05/12/2025,291728.00,5,,13892.00,0.00,0.00,,
29CAHPR8145Q1ZM,,INV-LB0026,30/07/2025,41300.00,,,,,,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,54000.00,18,,54000.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,69467.22,18,,69467.22,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,7682.94,18,,7682.94,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,22500.00,18,,22500.00,0.00,0.00,,
29AAFCI8395A1ZB,,Dated,,54000.00,18,,54000.00,0.00,0.00,,
32AACCI0521M1ZY,,Dated,,16207.74,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,122661.00,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,17557.38,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,15682.50,,,,,,,
32AACCI0521M1ZY,,Dated,,18235.10,,,,,,,
32AACCI0521M1ZY,,Dated,,15377.64,,,,,,,
32AACCI0521M1ZY,,Dated,,85667.94,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,15956.28,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,15963.48,,,,,,,
32AACCI0521M1ZY,,Dated,,116820.00,,,,,,,
32AACCI0521M1ZY,,Dated,,12893.58,,,,,,,
24BDIPN4939D1ZJ,Trupti Anghan,IN-3799,26.09.2025,479.00,5,456.19,22.81,0.00,0.00,,
06BWZPJ4942A1ZC,K.S.STEEL,PVZK-2651,29.10.2025,930.02,5,885.73,44.29,0.00,0.00,,
29BBTPR7956K1ZC,KVS ENTERPRISES,BLR8-712,16.06.2025,7695.96,18,9462.00,1703.16,0.00,0.00,,
32AAHCK3745J1ZH,,Dated,,123.82,,,,,,,
29AAJCM9786B1ZW,,INVK-25-26-0331,03/02/2026,47082.00,,,,,,,
29AAJCM9786B1ZW,,INVK-25-26-0292,23/12/2025,47082.00,,,,,,,
32AAICK9958Q1ZJ,,INVAN250213,16/12/2025,41300.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,118108.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,118108.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,119017.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,118000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,27000.00,,,,,,,
29AAGCK6547B1ZG,,Dated,,18000.00,,,,,,,
29AAECL9241M1ZX,Lukus Brands Pvt Ltd,XIV2-1609,18.07.2025,3999.00,18,3388.98,610.02,0.00,0.00,,
32AABCL0212H1ZB,,2526100001024241,02/02/2026,18109.46,,,,,,,
32AABCL0212H1ZB,,2526100001024272,02/02/2026,284231.18,,,,,,,
32AABCL0212H1ZB,,2526100001003206,17/05/2025,4388.00,,,,,,,
32AABCL0212H1ZB,,2526100001005479,11/06/2025,4534.00,,,,,,,
32AABCL0212H1ZB,,2526100001001612,01/05/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001002069,02/05/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001000228,01/04/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001000470,01/04/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001018741,01/12/2025,57688.31,,,,,,,
32AABCL0212H1ZB,,2526100001000933,08/04/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001017204,31/10/2025,4130.00,,,,,,,
32AABCL0212H1ZB,,2526100001002738,10/05/2025,14875.00,,,,,,,
32AABCL0212H1ZB,,2526100001016951,31/10/2025,14254.00,,,,,,,
32AABCL0212H1ZB,,2526100001024095,01/02/2026,57688.31,,,,,,,
32AABCL0212H1ZB,,2526100001025184,31/01/2026,13672.00,,,,,,,
32AABCL0212H1ZB,,2526100001023842,01/02/2026,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001003754,01/06/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001003963,01/06/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001004847,31/05/2025,15567.00,,,,,,,
32AABCL0212H1ZB,,2526100001005307,10/06/2025,700.00,,,,,,,
32AABCL0212H1ZB,,2526100001008478,01/08/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001008682,01/08/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001010189,11/08/2025,55500.75,,,,,,,
32AABCL0212H1ZB,,2526100001015140,30/09/2025,14044.00,,,,,,,
32AABCL0212H1ZB,,2526100001024890,31/01/2026,35893.00,,,,,,,
32AABCL0212H1ZB,,2526100001027760,28/02/2026,12554.00,,,,,,,
32AABCL0212H1ZB,,2526100001025792,09/02/2026,79.00,,,,,,,
32AABCL0212H1ZB,,2526100001028025,28/02/2026,38.00,,,,,,,
32AABCL0212H1ZB,,2526100001015280,09/10/2025,21518.40,,,,,,,
32AABCL0212H1ZB,,2526100001001416,01/05/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001002068,02/05/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001000932,08/04/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001018484,01/12/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001021916,01/01/2026,17831.65,,,,,,,
32AABCL0212H1ZB,,2526100001021889,01/01/2026,275895.95,,,,,,,
32AABCL0212H1ZB,,2526100001024241,02/02/2026,18109.46,,,,,,,
32AABCL0212H1ZB,,2526100001022966,08/01/2026,3720.00,,,,,,,
32AABCL0212H1ZB,,2526100001024272,02/02/2026,284231.18,,,,,,,
32AABCL0212H1ZB,,2526100001004357,02/06/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001006818,01/07/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001007316,30/06/2025,13597.00,,,,,,,
32AABCL0212H1ZB,,2526100001007551,07/07/2025,206.00,,,,,,,
32AABCL0212H1ZB,,2526100001009722,31/07/2025,13205.00,,,,,,,
32AABCL0212H1ZB,,2526100001017504,31/10/2025,159.00,,,,,,,
32AABCL0212H1ZB,,2526100001016581,01/11/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001011353,01/09/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001016524,01/11/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001014314,01/10/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001015819,01/11/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001016076,01/11/2025,55490.66,,,,,,,
32AABCL0212H1ZB,,2526100001021452,01/01/2026,57688.31,,,,,,,
